,政黨,得票數,得票率,縣市,區
600,綠黨,2153,3.2954,新北市,林口區
601,宗教聯盟,78,0.1194,新北市,林口區
602,民主進步黨,20182,30.8905,新北市,林口區
603,台灣民眾黨,8346,12.7744,新北市,林口區
604,台灣維新,51,0.0781,新北市,林口區
605,台澎黨,36,0.0551,新北市,林口區
606,國會政黨聯盟,156,0.2388,新北市,林口區
607,台灣團結聯盟,134,0.2051,新北市,林口區
610,合一行動聯盟,20,0.1344,新北市,深坑區
611,中華統一促進黨,30,0.2015,新北市,深坑區
612,親民黨,587,3.9433,新北市,深坑區
613,安定力量,93,0.6247,新北市,深坑區
614,台灣基進,302,2.0288,新北市,深坑區
615,時代力量,1099,7.3828,新北市,深坑區
616,新黨,279,1.8742,新北市,深坑區
617,喜樂島聯盟,20,0.1344,新北市,深坑區
618,中國國民黨,5383,36.1615,新北市,深坑區
619,一邊一國行動黨,50,0.3359,新北市,深坑區
620,勞動黨,30,0.2015,新北市,深坑區
621,綠黨,357,2.3982,新北市,深坑區
622,宗教聯盟,32,0.2150,新北市,深坑區
623,民主進步黨,4955,33.2863,新北市,深坑區
624,台灣民眾黨,1531,10.2848,新北市,深坑區
625,台灣維新,9,0.0605,新北市,深坑區
626,台澎黨,29,0.1948,新北市,深坑區
627,國會政黨聯盟,33,0.2217,新北市,深坑區
628,台灣團結聯盟,47,0.3157,新北市,深坑區
631,合一行動聯盟,13,0.2757,新北市,石碇區
632,中華統一促進黨,13,0.2757,新北市,石碇區
633,親民黨,170,3.6055,新北市,石碇區
634,安定力量,25,0.5302,新北市,石碇區
635,台灣基進,88,1.8664,新北市,石碇區
636,時代力量,254,5.3871,新北市,石碇區
637,新黨,57,1.2089,新北市,石碇區
638,喜樂島聯盟,11,0.2333,新北市,石碇區
639,中國國民黨,1393,29.5440,新北市,石碇區
640,一邊一國行動黨,27,0.5726,新北市,石碇區
641,勞動黨,9,0.1909,新北市,石碇區
642,綠黨,82,1.7391,新北市,石碇區
643,宗教聯盟,27,0.5726,新北市,石碇區
644,民主進步黨,2091,44.3478,新北市,石碇區
645,台灣民眾黨,400,8.4836,新北市,石碇區
646,台灣維新,5,0.1060,新北市,石碇區
647,台澎黨,14,0.2969,新北市,石碇區
648,國會政黨聯盟,16,0.3393,新北市,石碇區
649,台灣團結聯盟,20,0.4242,新北市,石碇區
652,合一行動聯盟,5,0.1223,新北市,坪林區
653,中華統一促進黨,16,0.3915,新北市,坪林區
654,親民黨,143,3.4989,新北市,坪林區
655,安定力量,23,0.5628,新北市,坪林區
656,台灣基進,79,1.9330,新北市,坪林區
657,時代力量,223,5.4563,新北市,坪林區
658,新黨,27,0.6606,新北市,坪林區
659,喜樂島聯盟,12,0.2936,新北市,坪林區
660,中國國民黨,1213,29.6795,新北市,坪林區
661,一邊一國行動黨,10,0.2447,新北市,坪林區
662,勞動黨,6,0.1468,新北市,坪林區
663,綠黨,58,1.4191,新北市,坪林區
664,宗教聯盟,11,0.2691,新北市,坪林區
665,民主進步黨,1911,46.7580,新北市,坪林區
666,台灣民眾黨,309,7.5606,新北市,坪林區
667,台灣維新,1,0.0245,新北市,坪林區
668,台澎黨,15,0.3670,新北市,坪林區
669,國會政黨聯盟,8,0.1957,新北市,坪林區
670,台灣團結聯盟,17,0.4160,新北市,坪林區
673,合一行動聯盟,21,0.1595,新北市,三芝區
674,中華統一促進黨,32,0.2430,新北市,三芝區
675,親民黨,443,3.3642,新北市,三芝區
676,安定力量,65,0.4936,新北市,三芝區
677,台灣基進,274,2.0808,新北市,三芝區
678,時代力量,927,7.0398,新北市,三芝區
679,新黨,154,1.1695,新北市,三芝區
680,喜樂島聯盟,42,0.3190,新北市,三芝區
681,中國國民黨,4840,36.7558,新北市,三芝區
682,一邊一國行動黨,60,0.4557,新北市,三芝區
683,勞動黨,26,0.1974,新北市,三芝區
684,綠黨,265,2.0125,新北市,三芝區
685,宗教聯盟,37,0.2810,新北市,三芝區
686,民主進步黨,4208,31.9563,新北市,三芝區
687,台灣民眾黨,1363,10.3509,新北市,三芝區
688,台灣維新,17,0.1291,新北市,三芝區
689,台澎黨,28,0.2126,新北市,三芝區
690,國會政黨聯盟,257,1.9517,新北市,三芝區
691,台灣團結聯盟,109,0.8278,新北市,三芝區
694,合一行動聯盟,8,0.1181,新北市,石門區
695,中華統一促進黨,13,0.1920,新北市,石門區
696,親民黨,197,2.9090,新北市,石門區
697,安定力量,26,0.3839,新北市,石門區
698,台灣基進,116,1.7129,新北市,石門區
699,時代力量,468,6.9108,新北市,石門區
700,新黨,61,0.9008,新北市,石門區
701,喜樂島聯盟,15,0.2215,新北市,石門區
702,中國國民黨,2549,37.6403,新北市,石門區
703,一邊一國行動黨,25,0.3692,新北市,石門區
704,勞動黨,11,0.1624,新北市,石門區
705,綠黨,124,1.8311,新北市,石門區
706,宗教聯盟,8,0.1181,新北市,石門區
707,民主進步黨,2287,33.7714,新北市,石門區
708,台灣民眾黨,723,10.6763,新北市,石門區
709,台灣維新,24,0.3544,新北市,石門區
710,台澎黨,12,0.1772,新北市,石門區
711,國會政黨聯盟,68,1.0041,新北市,石門區
712,台灣團結聯盟,37,0.5464,新北市,石門區
715,合一行動聯盟,20,0.0867,新北市,八里區
716,中華統一促進黨,38,0.1648,新北市,八里區
717,親民黨,974,4.2239,新北市,八里區
718,安定力量,116,0.5031,新北市,八里區
719,台灣基進,543,2.3548,新北市,八里區
720,時代力量,1619,7.0211,新北市,八里區
721,新黨,299,1.2967,新北市,八里區
722,喜樂島聯盟,47,0.2038,新北市,八里區
723,中國國民黨,7547,32.7291,新北市,八里區
724,一邊一國行動黨,125,0.5421,新北市,八里區
725,勞動黨,23,0.0997,新北市,八里區
726,綠黨,535,2.3201,新北市,八里區
727,宗教聯盟,32,0.1388,新北市,八里區
728,民主進步黨,8239,35.7301,新北市,八里區
729,台灣民眾黨,2707,11.7395,新北市,八里區
730,台灣維新,22,0.0954,新北市,八里區
731,台澎黨,31,0.1344,新北市,八里區
732,國會政黨聯盟,65,0.2819,新北市,八里區
733,台灣團結聯盟,77,0.3339,新北市,八里區
736,合一行動聯盟,5,0.1795,新北市,平溪區
737,中華統一促進黨,15,0.5386,新北市,平溪區
738,親民黨,93,3.3393,新北市,平溪區
739,安定力量,25,0.8977,新北市,平溪區
740,台灣基進,33,1.1849,新北市,平溪區
741,時代力量,147,5.2783,新北市,平溪區
742,新黨,21,0.7540,新北市,平溪區
743,喜樂島聯盟,10,0.3591,新北市,平溪區
744,中國國民黨,1056,37.9174,新北市,平溪區
745,一邊一國行動黨,13,0.4668,新北市,平溪區
746,勞動黨,5,0.1795,新北市,平溪區
747,綠黨,35,1.2567,新北市,平溪區
748,宗教聯盟,12,0.4309,新北市,平溪區
749,民主進步黨,1106,39.7127,新北市,平溪區
750,台灣民眾黨,169,6.0682,新北市,平溪區
751,台灣維新,10,0.3591,新北市,平溪區
752,台澎黨,6,0.2154,新北市,平溪區
753,國會政黨聯盟,6,0.2154,新北市,平溪區
754,台灣團結聯盟,18,0.6463,新北市,平溪區
757,合一行動聯盟,9,0.1777,新北市,雙溪區
758,中華統一促進黨,15,0.2962,新北市,雙溪區
759,親民黨,170,3.3570,新北市,雙溪區
760,安定力量,34,0.6714,新北市,雙溪區
761,台灣基進,86,1.6983,新北市,雙溪區
762,時代力量,314,6.2006,新北市,雙溪區
763,新黨,42,0.8294,新北市,雙溪區
764,喜樂島聯盟,14,0.2765,新北市,雙溪區
765,中國國民黨,1927,38.0529,新北市,雙溪區
766,一邊一國行動黨,25,0.4937,新北市,雙溪區
767,勞動黨,7,0.1382,新北市,雙溪區
768,綠黨,101,1.9945,新北市,雙溪區
769,宗教聯盟,19,0.3752,新北市,雙溪區
770,民主進步黨,1875,37.0261,新北市,雙溪區
771,台灣民眾黨,368,7.2670,新北市,雙溪區
772,台灣維新,12,0.2370,新北市,雙溪區
773,台澎黨,8,0.1580,新北市,雙溪區
774,國會政黨聯盟,10,0.1975,新北市,雙溪區
775,台灣團結聯盟,28,0.5529,新北市,雙溪區
778,合一行動聯盟,10,0.1450,新北市,貢寮區
779,中華統一促進黨,23,0.3335,新北市,貢寮區
780,親民黨,234,3.3933,新北市,貢寮區
781,安定力量,43,0.6235,新北市,貢寮區
782,台灣基進,111,1.6096,新北市,貢寮區
783,時代力量,469,6.8010,新北市,貢寮區
784,新黨,58,0.8411,新北市,貢寮區
785,喜樂島聯盟,18,0.2610,新北市,貢寮區
786,中國國民黨,1899,27.5377,新北市,貢寮區
787,一邊一國行動黨,32,0.4640,新北市,貢寮區
788,勞動黨,7,0.1015,新北市,貢寮區
789,綠黨,117,1.6966,新北市,貢寮區
790,宗教聯盟,21,0.3045,新北市,貢寮區
791,民主進步黨,3290,47.7088,新北市,貢寮區
792,台灣民眾黨,478,6.9316,新北市,貢寮區
793,台灣維新,19,0.2755,新北市,貢寮區
794,台澎黨,16,0.2320,新北市,貢寮區
795,國會政黨聯盟,15,0.2175,新北市,貢寮區
796,台灣團結聯盟,36,0.5220,新北市,貢寮區
799,合一行動聯盟,16,0.1273,新北市,金山區
800,中華統一促進黨,41,0.3261,新北市,金山區
801,親民黨,448,3.5632,新北市,金山區
802,安定力量,113,0.8988,新北市,金山區
803,台灣基進,256,2.0361,新北市,金山區
804,時代力量,1029,8.1842,新北市,金山區
805,新黨,80,0.6363,新北市,金山區
806,喜樂島聯盟,28,0.2227,新北市,金山區
807,中國國民黨,4138,32.9118,新北市,金山區
808,一邊一國行動黨,35,0.2784,新北市,金山區
809,勞動黨,14,0.1113,新北市,金山區
810,綠黨,229,1.8214,新北市,金山區
811,宗教聯盟,45,0.3579,新北市,金山區
812,民主進步黨,4607,36.6420,新北市,金山區
813,台灣民眾黨,1203,9.5681,新北市,金山區
814,台灣維新,30,0.2386,新北市,金山區
815,台澎黨,22,0.1750,新北市,金山區
816,國會政黨聯盟,60,0.4772,新北市,金山區
817,台灣團結聯盟,179,1.4237,新北市,金山區
820,合一行動聯盟,17,0.1339,新北市,萬里區
821,中華統一促進黨,35,0.2757,新北市,萬里區
822,親民黨,449,3.5368,新北市,萬里區
823,安定力量,87,0.6853,新北市,萬里區
824,台灣基進,239,1.8826,新北市,萬里區
825,時代力量,830,6.5380,新北市,萬里區
826,新黨,108,0.8507,新北市,萬里區
827,喜樂島聯盟,25,0.1969,新北市,萬里區
828,中國國民黨,4688,36.9279,新北市,萬里區
829,一邊一國行動黨,61,0.4805,新北市,萬里區
830,勞動黨,23,0.1812,新北市,萬里區
831,綠黨,211,1.6621,新北市,萬里區
832,宗教聯盟,29,0.2284,新北市,萬里區
833,民主進步黨,4636,36.5183,新北市,萬里區
834,台灣民眾黨,1094,8.6176,新北市,萬里區
835,台灣維新,23,0.1812,新北市,萬里區
836,台澎黨,21,0.1654,新北市,萬里區
837,國會政黨聯盟,38,0.2993,新北市,萬里區
838,台灣團結聯盟,81,0.6380,新北市,萬里區
841,合一行動聯盟,10,0.2750,新北市,烏來區
842,中華統一促進黨,8,0.2200,新北市,烏來區
843,親民黨,145,3.9879,新北市,烏來區
844,安定力量,67,1.8427,新北市,烏來區
845,台灣基進,50,1.3751,新北市,烏來區
846,時代力量,198,5.4455,新北市,烏來區
847,新黨,49,1.3476,新北市,烏來區
848,喜樂島聯盟,9,0.2475,新北市,烏來區
849,中國國民黨,1646,45.2695,新北市,烏來區
850,一邊一國行動黨,13,0.3575,新北市,烏來區
851,勞動黨,6,0.1650,新北市,烏來區
852,綠黨,66,1.8152,新北市,烏來區
853,宗教聯盟,8,0.2200,新北市,烏來區
854,民主進步黨,1070,29.4279,新北市,烏來區
855,台灣民眾黨,264,7.2607,新北市,烏來區
856,台灣維新,3,0.0825,新北市,烏來區
857,台澎黨,6,0.1650,新北市,烏來區
858,國會政黨聯盟,7,0.1925,新北市,烏來區
859,台灣團結聯盟,11,0.3025,新北市,烏來區
862,合一行動聯盟,285,0.1092,桃園市,桃園區
863,中華統一促進黨,502,0.1924,桃園市,桃園區
864,親民黨,10979,4.2075,桃園市,桃園區
865,安定力量,1578,0.6047,桃園市,桃園區
866,台灣基進,6473,2.4807,桃園市,桃園區
867,時代力量,22468,8.6104,桃園市,桃園區
868,新黨,2942,1.1275,桃園市,桃園區
869,喜樂島聯盟,468,0.1794,桃園市,桃園區
870,中國國民黨,86260,33.0575,桃園市,桃園區
871,一邊一國行動黨,1520,0.5825,桃園市,桃園區
872,勞動黨,310,0.1188,桃園市,桃園區
873,綠黨,8434,3.2322,桃園市,桃園區
874,宗教聯盟,944,0.3618,桃園市,桃園區
875,民主進步黨,82639,31.6699,桃園市,桃園區
876,台灣民眾黨,33413,12.8049,桃園市,桃園區
877,台灣維新,131,0.0502,桃園市,桃園區
878,台澎黨,92,0.0353,桃園市,桃園區
879,國會政黨聯盟,834,0.3196,桃園市,桃園區
880,台灣團結聯盟,667,0.2556,桃園市,桃園區
883,合一行動聯盟,180,0.0735,桃園市,中壢區
884,中華統一促進黨,575,0.2349,桃園市,中壢區
885,親民黨,9727,3.9729,桃園市,中壢區
886,安定力量,1916,0.7826,桃園市,中壢區
887,台灣基進,4770,1.9483,桃園市,中壢區
888,時代力量,19143,7.8188,桃園市,中壢區
889,新黨,3034,1.2392,桃園市,中壢區
890,喜樂島聯盟,380,0.1552,桃園市,中壢區
891,中國國民黨,91938,37.5512,桃園市,中壢區
892,一邊一國行動黨,855,0.3492,桃園市,中壢區
893,勞動黨,294,0.1201,桃園市,中壢區
894,綠黨,11169,4.5619,桃園市,中壢區
895,宗教聯盟,421,0.1720,桃園市,中壢區
896,民主進步黨,69400,28.3457,桃園市,中壢區
897,台灣民眾黨,29420,12.0163,桃園市,中壢區
898,台灣維新,143,0.0584,桃園市,中壢區
899,台澎黨,94,0.0384,桃園市,中壢區
900,國會政黨聯盟,801,0.3272,桃園市,中壢區
901,台灣團結聯盟,574,0.2344,桃園市,中壢區
904,合一行動聯盟,105,0.1892,桃園市,大溪區
905,中華統一促進黨,263,0.4738,桃園市,大溪區
906,親民黨,1986,3.5779,桃園市,大溪區
907,安定力量,344,0.6197,桃園市,大溪區
908,台灣基進,1233,2.2213,桃園市,大溪區
909,時代力量,3847,6.9307,桃園市,大溪區
910,新黨,587,1.0575,桃園市,大溪區
911,喜樂島聯盟,117,0.2108,桃園市,大溪區
912,中國國民黨,18263,32.9022,桃園市,大溪區
913,一邊一國行動黨,281,0.5062,桃園市,大溪區
914,勞動黨,78,0.1405,桃園市,大溪區
915,綠黨,1341,2.4159,桃園市,大溪區
916,宗教聯盟,109,0.1964,桃園市,大溪區
917,民主進步黨,20620,37.1485,桃園市,大溪區
918,台灣民眾黨,5848,10.5356,桃園市,大溪區
919,台灣維新,49,0.0883,桃園市,大溪區
920,台澎黨,49,0.0883,桃園市,大溪區
921,國會政黨聯盟,180,0.3243,桃園市,大溪區
922,台灣團結聯盟,207,0.3729,桃園市,大溪區
925,合一行動聯盟,142,0.1441,桃園市,楊梅區
926,中華統一促進黨,211,0.2142,桃園市,楊梅區
927,親民黨,4034,4.0949,桃園市,楊梅區
928,安定力量,695,0.7055,桃園市,楊梅區
929,台灣基進,1874,1.9023,桃園市,楊梅區
930,時代力量,7590,7.7046,桃園市,楊梅區
931,新黨,849,0.8618,桃園市,楊梅區
932,喜樂島聯盟,200,0.2030,桃園市,楊梅區
933,中國國民黨,37305,37.8681,桃園市,楊梅區
934,一邊一國行動黨,236,0.2396,桃園市,楊梅區
935,勞動黨,253,0.2568,桃園市,楊梅區
936,綠黨,2495,2.5327,桃園市,楊梅區
937,宗教聯盟,159,0.1614,桃園市,楊梅區
938,民主進步黨,29584,30.0306,桃園市,楊梅區
939,台灣民眾黨,12117,12.2999,桃園市,楊梅區
940,台灣維新,88,0.0893,桃園市,楊梅區
941,台澎黨,59,0.0599,桃園市,楊梅區
942,國會政黨聯盟,338,0.3431,桃園市,楊梅區
943,台灣團結聯盟,284,0.2883,桃園市,楊梅區
946,合一行動聯盟,111,0.1198,桃園市,蘆竹區
947,中華統一促進黨,182,0.1964,桃園市,蘆竹區
948,親民黨,3634,3.9219,桃園市,蘆竹區
949,安定力量,635,0.6853,桃園市,蘆竹區
950,台灣基進,2381,2.5696,桃園市,蘆竹區
951,時代力量,7703,8.3133,桃園市,蘆竹區
952,新黨,899,0.9702,桃園市,蘆竹區
953,喜樂島聯盟,136,0.1468,桃園市,蘆竹區
954,中國國民黨,28220,30.4558,桃園市,蘆竹區
955,一邊一國行動黨,493,0.5321,桃園市,蘆竹區
956,勞動黨,101,0.1090,桃園市,蘆竹區
957,綠黨,2929,3.1611,桃園市,蘆竹區
958,宗教聯盟,147,0.1586,桃園市,蘆竹區
959,民主進步黨,32424,34.9928,桃園市,蘆竹區
960,台灣民眾黨,12091,13.0489,桃園市,蘆竹區
961,台灣維新,71,0.0766,桃園市,蘆竹區
962,台澎黨,58,0.0626,桃園市,蘆竹區
963,國會政黨聯盟,182,0.1964,桃園市,蘆竹區
964,台灣團結聯盟,262,0.2828,桃園市,蘆竹區
967,合一行動聯盟,97,0.1817,桃園市,大園區
968,中華統一促進黨,128,0.2397,桃園市,大園區
969,親民黨,2027,3.7962,桃園市,大園區
970,安定力量,290,0.5431,桃園市,大園區
971,台灣基進,1266,2.3710,桃園市,大園區
972,時代力量,4098,7.6749,桃園市,大園區
973,新黨,360,0.6742,桃園市,大園區
974,喜樂島聯盟,108,0.2023,桃園市,大園區
975,中國國民黨,15975,29.9185,桃園市,大園區
976,一邊一國行動黨,253,0.4738,桃園市,大園區
977,勞動黨,68,0.1274,桃園市,大園區
978,綠黨,1372,2.5695,桃園市,大園區
979,宗教聯盟,123,0.2304,桃園市,大園區
980,民主進步黨,20473,38.3425,桃園市,大園區
981,台灣民眾黨,6305,11.8082,桃園市,大園區
982,台灣維新,60,0.1124,桃園市,大園區
983,台澎黨,50,0.0936,桃園市,大園區
984,國會政黨聯盟,118,0.2210,桃園市,大園區
985,台灣團結聯盟,224,0.4195,桃園市,大園區
988,合一行動聯盟,171,0.1817,桃園市,龜山區
989,中華統一促進黨,230,0.2444,桃園市,龜山區
990,親民黨,3882,4.1243,桃園市,龜山區
991,安定力量,550,0.5843,桃園市,龜山區
992,台灣基進,2239,2.3788,桃園市,龜山區
993,時代力量,7777,8.2624,桃園市,龜山區
994,新黨,1060,1.1262,桃園市,龜山區
995,喜樂島聯盟,165,0.1753,桃園市,龜山區
996,中國國民黨,30765,32.6853,桃園市,龜山區
997,一邊一國行動黨,506,0.5376,桃園市,龜山區
998,勞動黨,118,0.1254,桃園市,龜山區
999,綠黨,2595,2.7570,桃園市,龜山區
1000,宗教聯盟,189,0.2008,桃園市,龜山區
